"Full_Name";"Locality_Siege";"CountryCode";"Continent";"Region";"Y";"X";"Pop_collect";"Statut";"Entity";"Year_of_Joining";"Note";"Network_Name";"Code_Network";"EntitySimplified";"CountryName";"MembershipCode";"Adress";"lon";"lat"
"Bruxelles";"Bruxelles";"BE";"Europe";"Western Europe";"50.8503396";"4.3517103";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Belgium";"A113";"Bruxelles, Belgium";4,3517211;50,8503463
"Bucarest";"Bucarest";"RO";"Europe";"Eastern Europe";"44.4244381";"26.0733560";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Romania";"A114";"Bucarest, Romania";26,1025384;44,4267674
"Bujumbura";"Bujumbura";"BI";"Africa";"Eastern Africa";"-3.3613780";"29.3598782";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Burundi";"A115";"Bujumbura, Burundi";29,3598782;-3,361378
"Bukavu";"Bukavu";"CD";"Africa";"Middle Africa";"-2.5123017";"28.8480284";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Kinshasa";"A116";"Bukavu, Congo - Kinshasa";28,8480284;-2,5123017
"Butembo";"Butembo";"CD";"Africa";"Middle Africa";"0.1140470";"29.3018011";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Kinshasa";"A117";"Butembo, Congo - Kinshasa";29,3018011;0,114047
"Byblos";"Byblos";"LB";"Asia";"Western Asia";"34.1230022";"35.6519282";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Lebanon";"A118";"Byblos, Lebanon";35,6519282;34,1230021
"Cap-Haitien";"Cap-Haitien";"HT";"Americas";"Caribbean";"19.7370362";"-72.2067681";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Haiti";"A119";"Cap-Haitien, Haiti";-72,2067681;19,7370362
"Carrefour";"Carrefour";"HT";"Americas";"Caribbean";"17.8382709";"-72.9646725";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Haiti";"A120";"Carrefour, Haiti";-72,4080605;18,5295981
"Casablanca";"Casablanca";"MA";"Africa";"Northern Africa";"33.5731104";"-7.5898434";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Morocco";"A121";"Casablanca, Morocco";-7,5898434;33,5731104
"Chisinau";"Chisinau";"MD";"Europe";"Eastern Europe";"47.0104529";"28.8638103";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Moldova";"A122";"Chisinau, Moldova";28,8638102;47,0104529
"Conakry";"Conakry";"GN";"Africa";"Western Africa";"9.6411855";"-13.5784012";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Guinea";"A123";"Conakry, Guinea";-13,5784012;9,6411855
"Cotonou";"Cotonou";"BJ";"Africa";"Western Africa";"6.3702928";"2.3912362";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Benin";"A124";"Cotonou, Benin";2,3912362;6,3702928
"Cove";"Cove";"BJ";"Africa";"Western Africa";"7.2188798";"2.3394209";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Benin";"A125";"Cove, Benin";2,3394209;7,2188798
"Dakar";"Dakar";"SN";"Africa";"Western Africa";"14.7645042";"-17.3660286";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Senegal";"A126";"Dakar, Senegal";-17,4676861;14,716677
"Daloa";"Daloa";"CI";"Africa";"Western Africa";"6.8883341";"-6.4396888";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Côte d’Ivoire";"A127";"Daloa, Côte d’Ivoire";-6,4396888;6,8883341
"Dapaong";"Dapaong";"TG";"Africa";"Western Africa";"10.8733058";"0.2010233";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Togo";"A128";"Dapaong, Togo";0,2010233;10,8733058
"Dedougou";"Dedougou";"BF";"Africa";"Western Africa";"12.4503003";"-3.4700327";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Burkina Faso";"A129";"Dedougou, Burkina Faso";-3,4700327;12,4503003
"Diego Suarez (Antsiranana)";"Diego Suarez (Antsiranana)";"MG";"Africa";"Eastern Africa";"-12.3231349";"49.2942833";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Madagascar";"A130";"Diego Suarez (Antsiranana), Madagascar";49,2942833;-12,3231349
"Diffa";"Diffa";"NE";"Africa";"Western Africa";"13.3132472";"12.6158803";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Niger";"A131";"Diffa, Niger";12,6158803;13,3132472
"Djenne";"Djenne";"ML";"Africa";"Western Africa";"13.9053952";"-4.5559954";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Mali";"A132";"Djenne, Mali";-4,5559954;13,9053952
"Djibouti";"Djibouti";"DJ";"Africa";"Eastern Africa";"11.8251380";"42.5902750";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Djibouti";"A133";"Djibouti, Djibouti";42,590275;11,825138
"Doba";"Doba";"PG";"Oceania";"Melanesia";"9.2616370";"17.6356390";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Papua New Guinea";"A134";"Doba, Papua New Guinea";NA;NA
"Dolisie";"Dolisie";"CG";"Africa";"Middle Africa";"-4.1956379";"12.6733009";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Brazzaville";"A135";"Dolisie, Congo - Brazzaville";12,6733009;-4,1956379
"Dosso";"Dosso";"NE";"Africa";"Western Africa";"13.0504833";"3.2080991";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Niger";"A136";"Dosso, Niger";3,2080991;13,0504833
"Douala";"Douala";"CM";"Africa";"Middle Africa";"4.0510564";"9.7678687";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Cameroon";"A137";"Douala, Cameroon";9,7678687;4,0510564
"Dschang";"Dschang";"CM";"Africa";"Middle Africa";"5.4459387";"10.0471549";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Cameroon";"A138";"Dschang, Cameroon";10,0471549;5,4459387
"Ebolowa";"Ebolowa";"CM";"Africa";"Middle Africa";"2.9262958";"11.1560732";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Cameroon";"A139";"Ebolowa, Cameroon";11,1560732;2,9262958
"Edea";"Edea";"CM";"Africa";"Middle Africa";"3.7953482";"10.1367166";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Cameroon";"A140";"Edea, Cameroon";10,1367166;3,7953482
"Erevan";"Erevan";"AM";"Asia";"Western Asia";"40.1791857";"44.4991029";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Armenia";"A141";"Erevan, Armenia";44,515209;40,1872023
"Essaouira";"Essaouira";"MA";"Africa";"Northern Africa";"31.5084926";"-9.7595041";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Morocco";"A142";"Essaouira, Morocco";-9,7595041;31,5084926
"Fes";"Fes";"MA";"Africa";"Northern Africa";"34.1608568";"-5.1298963";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Morocco";"A143";"Fes, Morocco";-5,0078451;34,0181246
"Fianarantsoa";"Fianarantsoa";"MG";"Africa";"Eastern Africa";"-21.8529236";"46.6873618";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Madagascar";"A144";"Fianarantsoa, Madagascar";47,0875045;-21,4546147
"Foumban";"Foumban";"CM";"Africa";"Middle Africa";"5.7204203";"10.9016040";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Cameroon";"A145";"Foumban, Cameroon";10,901604;5,7204203
"Franceville";"Franceville";"GA";"Africa";"Middle Africa";"-1.6196441";"13.6015463";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Gabon";"A146";"Franceville, Gabon";13,6015463;-1,6196441
"Gagnoa";"Gagnoa";"CI";"Africa";"Western Africa";"6.1514423";"-5.9515399";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Côte d’Ivoire";"A147";"Gagnoa, Côte d’Ivoire";-5,9515399;6,1514423
"Gao";"Gao";"ML";"Africa";"Western Africa";"16.9066332";"1.3364981";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Mali";"A148";"Gao, Mali";-0,0279867;16,2639807
"Garoua";"Garoua";"CM";"Africa";"Middle Africa";"9.3226016";"13.3933890";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Cameroon";"A149";"Garoua, Cameroon";13,393389;9,3226016
"Gaya";"Gaya";"IN";"Asia";"Southern Asia";"14.733333";"0.6833329999999478";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"India";"A150";"Gaya, India";85,0002336;24,7913957
"Geneve";"Geneve";"CH";"Europe";"Western Europe";"46.2043907";"6.1431577";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Switzerland";"A151";"Geneve, Switzerland";6,1431577;46,2043907
"Ghazir";"Ghazir";"LB";"Asia";"Western Asia";"34.0185834";"35.6628903";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Lebanon";"A152";"Ghazir, Lebanon";35,6628902;34,0185834
"Gitega";"Gitega";"BI";"Africa";"Eastern Africa";"-3.4288030";"29.9249030";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Burundi";"A153";"Gitega, Burundi";29,924903;-3,428803
"Goma";"Goma";"CD";"Africa";"Middle Africa";"-1.6585010";"29.2204548";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Kinshasa";"A154";"Goma, Congo - Kinshasa";29,2204548;-1,658501
"Grand-Bassam";"Grand-Bassam";"CI";"Africa";"Western Africa";"5.2259360";"-3.7536663";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Côte d’Ivoire";"A155";"Grand-Bassam, Côte d’Ivoire";-3,7536663;5,225936
"Gueckedou";"Gueckedou";"GN";"Africa";"Western Africa";"8.5649688";"-10.1311163";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Guinea";"A156";"Gueckedou, Guinea";-10,1311163;8,5649688
"Hanoi";"Hanoi";"VN";"Asia";"South-Eastern Asia";"21.0277644";"105.8341598";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Vietnam";"A157";"Hanoi, Vietnam";105,8341598;21,0277644
"Ho Chi Minh-Ville";"Ho Chi Minh-Ville";"VN";"Asia";"South-Eastern Asia";"10.8230989";"106.6296638";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Vietnam";"A158";"Ho Chi Minh-Ville, Vietnam";106,6296638;10,8230989
"Hue";"Hue";"VN";"Asia";"South-Eastern Asia";"16.4498000";"107.5623501";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Vietnam";"A159";"Hue, Vietnam";107,5908628;16,4637117
"Kaedi";"Kaedi";"MR";"Africa";"Western Africa";"16.1535575";"-13.5032081";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Mauritania";"A160";"Kaedi, Mauritania";-13,5032081;16,1535575
"Kampot";"Kampot";"KH";"Asia";"South-Eastern Asia";"10.7412089";"104.1930918";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Cambodia";"A161";"Kampot, Cambodia";104,1640355;10,5942421
"Kananga";"Kananga";"CD";"Africa";"Middle Africa";"-5.8975220";"22.4172256";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Kinshasa";"A162";"Kananga, Congo - Kinshasa";22,4172256;-5,897522
"Kaolack";"Kaolack";"SN";"Africa";"Western Africa";"14.1652083";"-16.0757749";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Senegal";"A163";"Kaolack, Senegal";-16,0757749;14,1652083
"Kara";"Kara";"TG";"Africa";"Western Africa";"9.5486112";"1.1977158";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Togo";"A164";"Kara, Togo";1,193264;9,546837
"Kayes";"Kayes";"ML";"Africa";"Western Africa";"14.4367876";"-11.4452717";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Mali";"A165";"Kayes, Mali";-11,4452717;14,4367876
"Kédougou";"Kédougou";"SN";"Africa";"Western Africa";"12.5604607";"-12.1747077";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Senegal";"A166";"Kédougou, Senegal";-12,1747077;12,5604607
"Kiffa";"Kiffa";"MR";"Africa";"Western Africa";"16.6258353";"-11.4055282";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Mauritania";"A167";"Kiffa, Mauritania";-11,4055282;16,6258353
"Kigali";"Kigali";"RW";"Africa";"Eastern Africa";"-1.9705786";"30.1044288";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Rwanda";"A168";"Kigali, Rwanda";30,1044288;-1,9705786
"Kindia";"Kindia";"GN";"Africa";"Western Africa";"10.0406725";"-12.8629885";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Guinea";"A169";"Kindia, Guinea";-12,8629885;10,0406725
"Kinshasa";"Kinshasa";"CD";"Africa";"Middle Africa";"-4.4419311";"15.2662931";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Kinshasa";"A170";"Kinshasa, Congo - Kinshasa";15,2662931;-4,4419311
"Kisangani";"Kisangani";"CD";"Africa";"Middle Africa";"0.5185303";"25.2007728";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Kinshasa";"A171";"Kisangani, Congo - Kinshasa";25,2007728;0,5185303
"Kolwezi";"Kolwezi";"CD";"Africa";"Middle Africa";"-10.7275273";"25.5088914";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Kinshasa";"A172";"Kolwezi, Congo - Kinshasa";25,5088914;-10,7275273
"Korhogo";"Korhogo";"CI";"Africa";"Western Africa";"9.4669337";"-5.6142558";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Côte d’Ivoire";"A173";"Korhogo, Côte d’Ivoire";-5,6142558;9,4669337
"Koudougou";"Koudougou";"BF";"Africa";"Western Africa";"12.2562183";"-2.3517526";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Burkina Faso";"A174";"Koudougou, Burkina Faso";-2,3517526;12,2562183
"Kpalime";"Kpalime";"TG";"Africa";"Western Africa";"6.9097671";"0.6298922";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Togo";"A175";"Kpalime, Togo";0,6298922;6,9097671
"Labe";"Labe";"GN";"Africa";"Western Africa";"11.3222868";"-12.2936063";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Guinea";"A176";"Labe, Guinea";-12,2891314;11,3232042
"Lafayette";"Lafayette";"US";"Americas";"Northern America";"30.2240897";"-92.0198427";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"United States";"A177";"Lafayette, United States";-92,0198427;30,2240897
"Lambaréné";"Lambaréné";"GA";"Africa";"Middle Africa";"-0.7015457";"10.2403858";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Gabon";"A178";"Lambaréné, Gabon";10,2403858;-0,7015457
"Lausanne";"Lausanne";"CH";"Europe";"Western Europe";"46.5196535";"6.6322734";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Switzerland";"A179";"Lausanne, Switzerland";6,6322734;46,5196535
"Le Caire";"Le Caire";"EG";"Africa";"Northern Africa";"29.4037766";"29.7191692";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Egypt";"A180";"Le Caire, Egypt";31,2357116;30,0444196
"Libreville";"Libreville";"GA";"Africa";"Middle Africa";"0.4161976";"9.4672676";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Gabon";"A181";"Libreville, Gabon";9,4672676;0,4161976
"Liege";"Liege";"BE";"Europe";"Western Europe";"50.6325574";"5.5796662";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Belgium";"A182";"Liege, Belgium";5,5796662;50,6325574
"Lille";"Lille";"FR";"Europe";"Western Europe";"50.6292500";"3.0572560";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"France";"A183";"Lille, France";3,057256;50,62925
"Limbe";"Limbe";"CM";"Africa";"Middle Africa";"4.0224656";"9.1954432";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Cameroon";"A184";"Limbe, Cameroon";9,1954432;4,0224656
"Lokossa";"Lokossa";"BJ";"Africa";"Western Africa";"6.6448093";"1.7198215";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Benin";"A185";"Lokossa, Benin";1,7198215;6,6448093
"Lome";"Lome";"TG";"Africa";"Western Africa";"7.6097061";"-0.8033405";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Togo";"A186";"Lome, Togo";1,2254183;6,1256261
"Louga";"Louga";"SN";"Africa";"Western Africa";"15.6141768";"-16.2286800";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Senegal";"A187";"Louga, Senegal";-16,22868;15,6141768
"Lubumbashi";"Lubumbashi";"CD";"Africa";"Middle Africa";"-11.6876026";"27.5026174";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Kinshasa";"A188";"Lubumbashi, Congo - Kinshasa";27,5026174;-11,6876026
"Luxembourg";"Luxembourg";"LU";"Europe";"Western Europe";"49.8152730";"6.1295830";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Luxembourg";"A189";"Luxembourg, Luxembourg";6,1319346;49,611621
"Lyon";"Lyon";"FR";"Europe";"Western Europe";"45.7640430";"4.8356590";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"France";"A190";"Lyon, France";4,835659;45,764043
"Majunga";"Majunga";"MG";"Africa";"Eastern Africa";"-15.6921494";"46.3336857";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Madagascar";"A191";"Majunga, Madagascar";46,3336857;-15,6921494
"Mamou";"Mamou";"US";"Americas";"Northern America";"10.5736024";"-11.889172099999996";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"United States";"A192";"Mamou, United States";-92,4192993;30,6338092
"Manga";"Manga";"BF";"Africa";"Western Africa";"11.6650300";"-1.0634024";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Burkina Faso";"A193";"Manga, Burkina Faso";-1,0634024;11,66503
"Maradi";"Maradi";"NE";"Africa";"Western Africa";"13.5009779";"7.1036396";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Niger";"A194";"Maradi, Niger";7,1036396;13,5009779
"Marrakech";"Marrakech";"MA";"Africa";"Northern Africa";"31.6294723";"-7.9810845";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Morocco";"A195";"Marrakech, Morocco";-7,9810845;31,6294723
"Marseille";"Marseille";"FR";"Europe";"Western Europe";"43.2964820";"5.3697800";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"France";"A196";"Marseille, France";5,36978;43,296482
"Mbaïki";"Mbaïki";"CF";"Africa";"Middle Africa";"3.8665018";"17.9828138";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Central African Republic";"A197";"Mbaïki, Central African Republic";17,9828138;3,8665018
"Meknes";"Meknes";"MA";"Africa";"Northern Africa";"33.8730164";"-5.5407299";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Morocco";"A198";"Meknes, Morocco";-5,5407299;33,8730164
"Monaco";"Monaco";"MC";"Europe";"Western Europe";"43.7384176";"7.4246158";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Monaco";"A199";"Monaco, Monaco";7,4246158;43,7384176
"Monastir";"Monastir";"TN";"Africa";"Northern Africa";"35.7642515";"10.8112885";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Tunisia";"A200";"Monastir, Tunisia";10,8112885;35,7642515
"Montevideo";"Montevideo";"UY";"Americas";"South America";"-34.9011127";"-56.1645314";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Uruguay";"A201";"Montevideo, Uruguay";-56,1645314;-34,9011127
"Montreal";"Montreal";"CA";"Americas";"Northern America";"45.5016889";"-73.5672560";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Canada";"A202";"Montreal, Canada";-73,567256;45,5016889
"Montreux";"Montreux";"CH";"Europe";"Western Europe";"46.4312213";"6.9106799";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Switzerland";"A203";"Montreux, Switzerland";6,9106799;46,4312213
"Mopti";"Mopti";"ML";"Africa";"Western Africa";"14.4874284";"-4.1974627";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Mali";"A204";"Mopti, Mali";-4,1974627;14,4874284
"Moroni";"Moroni";"KM";"Africa";"Eastern Africa";"-11.7172157";"43.2473146";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Comoros";"A205";"Moroni, Comoros";43,2473146;-11,7172157
"Mossendjo";"Mossendjo";"CG";"Africa";"Middle Africa";"-2.9655267";"12.7278766";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Congo - Brazzaville";"A206";"Mossendjo, Congo - Brazzaville";12,7278766;-2,9655267
"Moundou";"Moundou";"TD";"Africa";"Middle Africa";"8.5914775";"16.0757749";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Chad";"A207";"Moundou, Chad";16,0757749;8,5914775
"Mutsamudu";"Mutsamudu";"KM";"Africa";"Eastern Africa";"-12.1695811";"44.4004700";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Comoros";"A208";"Mutsamudu, Comoros";44,40047;-12,1695811
"Namur";"Namur";"BE";"Europe";"Western Europe";"50.4673883";"4.8719854";NA;"Member";"Municipal Authority";NA;NA;"AIMF";"02164";"Municipality";"Belgium";"A209";"Namur, Belgium";4,8719854;50,4673883
