"Name";"timezone.gmtOffset";"timezone.timeZoneId";"timezone.dstOffset";"bbox.east";"bbox.south";"bbox.north";"bbox.west";"bbox.accuracyLevel";"asciiName";"astergdem";"countryId";"fcl";"srtm3";"score";"adminId2";"adminId3";"countryCode";"adminCodes1.ISO3166_2";"adminId1";"lat";"fcode";"continentCode";"adminCode2";"adminCode3";"adminCode1";"lng";"geonameId";"toponymName";"population";"adminName5";"adminName4";"adminName3";"alternateNames.name";"alternateNames.lang";"alternateNames.isPreferredName";"adminName2";"name";"fclName";"countryName";"fcodeName";"adminName1";"adminCodes2.ISO3166_2";"elevation";"adminId4";"adminCode4";"alternateNames.isHistoric";"alternateNames.isShortName";"adminId5";"adminCode5";"cc2"
"Botkyrka";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Braga";"0";"Europe/Lisbon";"1";"-8.35962206753117";"41.5051304743341";"41.5955155256659";"-8.48048193246883";"2";"Braga";"188";"2264397";"P";"188";"334.030395507812";"8010448";"8014156";"PT";"03";"2742031";"41.55032";"PPLA";"EU";"0303";"030342";"04";"-8.42005";"2742032";"Braga";"121394";"";"";"Braga (São José de São Lázaro)";"Braga";"bs";NA;"Braga Municipality";"Braga";"city, village,...";"Portugal";"seat of a first-order administrative division";"Braga";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Braine L'alleud";"1";"Europe/Brussels";"2";"4.40737475863192";"50.6585878618465";"50.7086623788565";"4.32830105313566";"2";"Braine-l'Alleud";"88";"2802361";"P";"93";"89.9555969238281";"3333251";"2790100";"BE";"WAL";"3337387";"50.68363";"PPL";"EU";"WBR";"25";"WAL";"4.36784";"2801154";"Braine-l'Alleud";"37512";"";"Braine-l'Alleud";"Arrondissement of Nivelles";"Брен л'Альо";"bg";"TRUE";"Walloon Brabant Province";"Braine-l'Alleud";"city, village,...";"Belgium";"populated place";"Wallonia";"WBR";NA;"2801155";"25014";NA;NA;NA;NA;NA
"Brasov";"2";"Europe/Bucharest";"3";"25.7038025263013";"45.5804106656107";"45.7168061021499";"25.5084510442553";"2";"Brasov";"582";"798549";"P";"573";"175.746612548828";"6691648";NA;"RO";"BV";"683843";"45.64861";"PPLA";"EU";"40198";NA;"09";"25.60613";"683844";"Braşov";"276088";"";"";"";"Брашов";"bg";"TRUE";"Municipiul Braşov";"Brasov";"city, village,...";"Romania";"seat of a first-order administrative division";"Braşov";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bremen";"1";"Europe/Berlin";"2";"8.99078035598644";"53.0110213783065";"53.597326592164";"8.48173511872887";"10";"Bremen";"15";"2921044";"P";"-32768";"214.416793823242";NA;"3220905";"DE";"HB";"2944387";"53.07582";"PPLA";"EU";"00";"04011";"03";"8.80717";"2944388";"Bremen";"546501";"";"Bremen";"Kreisfreie Stadt Bremen";"Bremen";"als";NA;"";"Bremen";"city, village,...";"Germany";"seat of a first-order administrative division";"Bremen";NA;NA;"6553020";"04011000";NA;NA;NA;NA;NA
"Bridgend";"0";"Europe/London";"1";"-3.52371240000837";"51.4893726159098";"51.5551134701441";"-3.63040889681012";"10";"Bridgend";"26";"2635167";"P";"23";"88.0731887817383";"3333239";"7296013";"GB";"WLS";"2634895";"51.50583";"PPLA2";"EU";"X3";"00PB002";"WLS";"-3.57722";"2654755";"Bridgend";"58380";"";"";"Bridgend";"Бридженд";"bg";"TRUE";"County Borough of Bridgend";"Bridgend";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"Wales";"BGE";NA;NA;NA;NA;NA;NA;NA;NA
"Brighton and Hove";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brindisi";"1";"Europe/Rome";"2";"17.9638623730464";"40.6110953581805";"40.6559995923678";"17.9090089862549";"10";"Brindisi";"23";"3175395";"P";"17";"160.578048706055";"3181526";"6540109";"IT";"75";"3169778";"40.63215";"PPLA2";"EU";"BR";"074001";"13";"17.93607";"3181528";"Brindisi";"78548";"";"";"Brindisi";"Brindisi";"ca";NA;"Province of Brindisi";"Brindisi";"city, village,...";"Italy";"seat of a second-order administrative division";"Apulia";"BR";"13";NA;NA;NA;NA;NA;NA;NA
"Bristol";"0";"Europe/London";"1";"-2.45259472577016";"51.3992819254116";"51.5290444316636";"-2.71460508296234";"10";"Bristol";"22";"2635167";"P";"21";"221.405944824219";"3333134";NA;"GB";"ENG";"6269131";"51.45523";"PPLA2";"EU";"B7";NA;"ENG";"-2.59665";"2654675";"Bristol";"617280";"";"";"";"Bristón";"an";NA;"Bristol";"Bristol";"city, village,...";"United Kingdom";"seat of a second-order administrative division";"England";"BST";NA;NA;NA;NA;NA;NA;NA;NA
"Brno";"1";"Europe/Prague";"2";"16.7287220524373";"49.1164319453416";"49.2740134016881";"16.4871964885173";"2";"Brno";"229";"3077311";"P";"226";"353.085754394531";"3078609";NA;"CZ";"64";"3339536";"49.19522";"PPLA";"EU";"0642";NA;"78";"16.60796";"3078610";"Brno";"369559";"";"";"";"برنو";"ar";NA;"Město Brno";"Brno";"city, village,...";"Czechia";"seat of a first-order administrative division";"South Moravian";"642";NA;NA;NA;NA;NA;NA;NA;NA
"Brussels";"1";"Europe/Brussels";"2";"4.55690388118932";"50.719418364785";"50.9814717457336";"4.14066310489466";"2";"Brussels";"28";"2802361";"P";"28";"253.736785888672";"6693370";"2800865";"BE";"BRU";"2800867";"50.85045";"PPLC";"EU";"BRU";"21";"BRU";"4.34878";"2800866";"Brussels";"1019022";"";"City of Brussels";"Arrondissement Brussel-Hoofdstad";"Brussel";"af";"TRUE";"Bruxelles-Capitale";"Brussels";"city, village,...";"Belgium";"capital of a political entity";"Brussels Capital";NA;NA;"3337389";"21004";NA;"TRUE";NA;NA;NA
"Bucharest";"2";"Europe/Bucharest";"3";"26.3560687720481";"44.254409727739";"44.6100855109171";"25.8564556420144";"2";"Bucharest";"91";"798549";"P";"83";"249.661987304688";"8335003";"11055044";"RO";"B";"683504";"44.43225";"PPLC";"EU";"179132";"11055044";"10";"26.10626";"683506";"Bucharest";"1877155";"";"";"Sector 3";"ቡካረስት";"am";"TRUE";"Municipiul Bucureşti";"Bucharest";"city, village,...";"Romania";"capital of a political entity";"Bucureşti";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Budapest";"1";"Europe/Budapest";"2";"19.2947308080645";"47.3271160292882";"47.6695839707118";"18.7861691919355";"2";"Budapest";"104";"719819";"P";"-32768";"348.541412353516";NA;NA;"HU";"BU";"3054638";"47.49835";"PPLC";"EU";NA;NA;"05";"19.04045";"3054643";"Budapest";"1741041";"";"";"";"Budapèst";"ace";"TRUE";"";"Budapest";"city, village,...";"Hungary";"capital of a political entity";"Budapest";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Budrio";"1";"Europe/Rome";"2";"11.5568275068787";"44.5258865246889";"44.5524259926374";"11.5185854163226";"10";"Budrio";"31";"3175395";"P";"28";"98.4088897705078";"3181927";"6539713";"IT";"45";"3177401";"44.53745";"PPLA3";"EU";"BO";"037008";"05";"11.53439";"3181443";"Budrio";"8941";"";"";"Budrio";"Budrio";"de";NA;"Bologna";"Budrio";"city, village,...";"Italy";"seat of a third-order administrative division";"Emilia-Romagna";"BO";"25";NA;NA;NA;NA;NA;NA;NA
"Burgas";"2";"Europe/Sofia";"3";"27.5457589373649";"42.4486463896502";"42.5634696103498";"27.3898610626351";"2";"Burgas";"29";"732800";"P";"36";"314.956939697266";"732769";NA;"BG";"02";"732771";"42.50606";"PPLA";"EU";"BGS04";NA;"39";"27.46781";"732770";"Burgas";"195966";"";"";"";"Boergas";"af";NA;"Burgas";"Burgas";"city, village,...";"Bulgaria";"seat of a first-order administrative division";"Burgas";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Burgos";"1";"Europe/Madrid";"2";"-3.62751296209685";"42.2861692631637";"42.3959507368363";"-3.77616703790314";"2";"Burgos";"884";"2510769";"P";"863";"169.048767089844";"3127460";"6356377";"ES";"CL";"3336900";"42.34106";"PPLA2";"EU";"BU";"09059";"55";"-3.70184";"3127461";"Burgos";"178966";"";"";"Burgos";"برغش";"ar";NA;"Burgos";"Burgos";"city, village,...";"Spain";"seat of a second-order administrative division";"Castille and León";"BU";NA;NA;NA;NA;NA;NA;NA;NA
"Bytom";"1";"Europe/Warsaw";"2";"19.021225070857";"50.2916719520706";"50.4043620479294";"18.844418929143";"2";"Bytom";"294";"798544";"P";"285";"156.055068969727";"7530986";"7532536";"PL";"24";"3337497";"50.34802";"PPLA3";"EU";"2462";"246201";"83";"18.93282";"3101950";"Bytom";"189186";"";"";"Bytom";"Бытaм";"be";NA;"Bytom";"Bytom";"city, village,...";"Poland";"seat of a third-order administrative division";"Silesia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Caen";"1";"Europe/Paris";"2";"-0.293067288687718";"49.1427229065158";"49.2289869548992";"-0.425163912484157";"2";"Caen";"22";"3017382";"P";"21";"108.215270996094";"3029094";"3029240";"FR";"NOR";"11071621";"49.18585";"PPLA2";"EU";"14";"142";"28";"-0.35912";"3029241";"Caen";"110624";"";"Caen";"Caen";"ካየን";"am";"TRUE";"Calvados";"Caen";"city, village,...";"France";"seat of a second-order administrative division";"Normandy";"14";NA;"6427109";"14118";"TRUE";NA;NA;NA;NA
"Candelaria";"0";"Atlantic/Canary";"1";"-16.3498275403933";"28.3346895900253";"28.3749104099747";"-16.3955404596067";"2";"Candelaria";"41";"2510769";"P";"36";"77.278076171875";"2511173";"6360624";"ES";"CN";"2593110";"28.3548";"PPLA3";"EU";"TF";"38011";"53";"-16.37268";"2520283";"Candelaria";"24319";"";"";"Candelaria";"كانديلاريا، سانتا كروث دي تينيريفه";"ar";NA;"Santa Cruz de Tenerife";"Candelaria";"city, village,...";"Spain";"seat of a third-order administrative division";"Canary Islands";"TF";NA;NA;NA;NA;NA;NA;NA;NA
"Cartagena";"1";"Europe/Madrid";"2";"-0.910869226546423";"37.5454638831905";"37.6647781168095";"-1.06159477345358";"2";"Cartagena";"20";"2510769";"P";"5";"141.913314819336";"6355234";"6359521";"ES";"MC";"2513413";"37.60512";"PPLA3";"EU";"MU";"30016";"31";"-0.98623";"2520058";"Cartagena";"211996";"";"";"Cartagena";"ካርታሔና";"am";NA;"Murcia";"Cartagena";"city, village,...";"Spain";"seat of a third-order administrative division";"Murcia";"MU";NA;NA;NA;NA;NA;NA;NA;NA
"Casoria";"1";"Europe/Rome";"2";"14.3089703719585";"40.8915283199166";"40.9285271622153";"14.2798443459678";"10";"Casoria";"73";"3175395";"P";"70";"160.254409790039";"3172391";"6541680";"IT";"72";"3181042";"40.90751";"PPLA3";"EU";"NA";"063023";"04";"14.293";"3179806";"Casoria";"58456";"";"";"Casoria";"Casoria";"cs";NA;"Naples";"Casoria";"city, village,...";"Italy";"seat of a third-order administrative division";"Campania";"NA";"70";NA;NA;NA;NA;NA;NA;NA
"Castellón";"1";"Europe/Madrid";"2";"0.0225877658722823";"39.930595374083";"40.040744625917";"-0.121287765872282";"2";"Castello de la Plana";"50";"2510769";"P";"37";"131.353378295898";"3125881";"6356995";"ES";"VC";"2593113";"39.98567";"PPLA2";"EU";"CS";"12040";"60";"-0.04935";"2519752";"Castelló de la Plana";"180005";"";"";"Castellón de la Plana/Castelló de la Plana";"Castelló de la Plana";"ca";NA;"Castellon";"Castelló de la Plana";"city, village,...";"Spain";"seat of a second-order administrative division";"Valencia";"CS";"30";NA;NA;NA;NA;NA;NA;NA
"Catania";"1";"Europe/Rome";"2";"15.1260796963228";"37.4204819333646";"37.5608033894665";"15.0287541507618";"10";"Catania";"31";"3175395";"P";"40";"221.771987915039";"2525065";"6541468";"IT";"82";"2523119";"37.49223";"PPLA2";"EU";"CT";"087015";"15";"15.07041";"2525068";"Catania";"290927";"";"San Giorgio - Librino - S.G. La Rena - Zia Lisa";"Catania";"كاتانيا";"ar";NA;"Catania";"Catania";"city, village,...";"Italy";"seat of a second-order administrative division";"Sicily";"CT";"7";"11395999";"0870156";NA;NA;NA;NA;NA
"Catanzaro";"1";"Europe/Rome";"2";"16.6484905587942";"38.8153370863268";"38.9496077127145";"16.5532314133761";"10";"Catanzaro";"102";"3175395";"P";"103";"192.832702636719";"2525058";"6541858";"IT";"78";"2525468";"38.88247";"PPLA";"EU";"CZ";"079023";"03";"16.60086";"2525059";"Catanzaro";"78970";"";"";"Catanzaro";"Catanzaro";"bs";NA;"Provincia di Catanzaro";"Catanzaro";"city, village,...";"Italy";"seat of a first-order administrative division";"Calabria";"CZ";"320";NA;NA;NA;NA;NA;NA;NA
"Celje";"1";"Europe/Ljubljana";"2";"15.2977441302056";"46.2067005691067";"46.2648903492265";"15.2113872930259";"10";"Celje";"254";"3190538";"P";"240";"276.188262939453";NA;NA;"SI";"011";"3202780";"46.23092";"PPLA";"EU";NA;NA;"11";"15.26044";"3202781";"Celje";"37520";"";"";"";"تسليي";"ar";"TRUE";"";"Celje";"city, village,...";"Slovenia";"seat of a first-order administrative division";"Celje";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cesena";"1";"Europe/Rome";"2";"12.338242472961";"44.0839837941051";"44.2144633820663";"12.1871987115273";"10";"Cesena";"45";"3175395";"P";"45";"147.393051147461";"3176745";"6541838";"IT";"45";"3177401";"44.1391";"PPLA3";"EU";"FC";"040007";"05";"12.24315";"3178957";"Cesena";"79398";"";"";"Cesena";"Чезена";"bg";NA;"Province of Forlì-Cesena";"Cesena";"city, village,...";"Italy";"seat of a third-order administrative division";"Emilia-Romagna";"FC";"44";NA;NA;NA;NA;NA;NA;NA
"Cesis";"2";"Europe/Riga";"3";"25.3068262738128";"57.2944600814242";"57.3292923332602";"25.2422993975739";"2";"Cesis";"113";"458258";"P";"102";"146.60563659668";"11352519";NA;"LV";"022";"460569";"57.31188";"PPLA";"EU";"0420201";NA;"05";"25.27456";"460570";"Cēsis";"18198";"";"";"";"سسيس";"ar";NA;"Cēsis";"Cēsis";"city, village,...";"Latvia";"seat of a first-order administrative division";"Cēsu Rajons";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Châlons-En-Champagne";"1";"Europe/Paris";"2";"4.41164384061613";"48.9247832472547";"48.9830687527453";"4.32283215938387";"2";"Chalons-en-Champagne";"83";"3017382";"P";"85";"88.1322479248047";"2995603";"3027486";"FR";"GES";"11071622";"48.95393";"PPLA2";"EU";"51";"511";"44";"4.36724";"3027487";"Châlons-en-Champagne";"51257";"";"Châlons-en-Champagne";"Châlons-en-Champagne";"Шалон-ан-Шампань";"be";"TRUE";"Marne";"Châlons-en-Champagne";"city, village,...";"France";"seat of a second-order administrative division";"Grand Est";"51";NA;"6618295";"51108";NA;NA;NA;NA;NA
"Chaves";"0";"Europe/Lisbon";"1";"-7.44623387792196";"41.7233604238576";"41.7570115761424";"-7.49134412207804";"2";"Chaves";"354";"2264397";"P";"362";"58.9450607299805";"8010639";"8013600";"PT";"17";"2732437";"41.74019";"PPLA2";"EU";"1703";"170350";"21";"-7.46879";"2740761";"Chaves";"17535";"";"";"Santa Maria Maior";"CHV";"iata";NA;"Chaves Municipality";"Chaves";"city, village,...";"Portugal";"seat of a second-order administrative division";"Vila Real";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Chemnitz";"1";"Europe/Berlin";"2";"12.9354550085455";"50.8230014729483";"50.8579858798226";"12.8936899372382";"10";"Chemnitz";"305";"2921044";"P";"306";"137.974624633789";NA;"2892916";"DE";"SN";"2842566";"50.8357";"PPLA3";"EU";"00";"14511";"13";"12.92922";"2940132";"Chemnitz";"247220";"";"Chemnitz";"Kreisfreie Stadt Chemnitz";"كيمنتس";"ar";NA;"";"Chemnitz";"city, village,...";"Germany";"seat of a third-order administrative division";"Saxony";NA;NA;"6548487";"14511000";NA;NA;NA;NA;NA
"Cherbourg";"1";"Europe/Paris";"2";"-1.58377946185628";"49.6187522224702";"49.6609361743122";"-1.64894758892496";"2";"Cherbourg-Octeville";"15";"3017382";"P";"6";"99.1927337646484";"2996268";"3025465";"FR";"NOR";"11071621";"49.63984";"PPLA3";"EU";"50";"502";"28";"-1.61636";"3025466";"Cherbourg-Octeville";"26655";"";"Cherbourg-en-Cotentin";"Cherbourg";"Kiæresburh";"ang";"TRUE";"Manche";"Cherbourg-Octeville";"city, village,...";"France";"seat of a third-order administrative division";"Normandy";"50";NA;"6614508";"50129";NA;NA;NA;NA;NA
"Ciudad Real";"1";"Europe/Madrid";"2";"-3.88386363899606";"38.951136678877";"39.021379321123";"-3.97427636100394";"2";"Ciudad Real";"635";"2510769";"P";"633";"135.727340698242";"2519401";"6357128";"ES";"CM";"2593111";"38.98626";"PPLA2";"EU";"CR";"13034";"54";"-3.92907";"2519402";"Ciudad Real";"74014";"";"";"Ciudad Real";"ثيوداد ريال";"ar";"TRUE";"Ciudad Real";"Ciudad Real";"city, village,...";"Spain";"seat of a second-order administrative division";"Castille-La Mancha";"CR";NA;NA;NA;NA;NA;NA;NA;NA
"Clermont Ferrand";"1";"Europe/Paris";"2";"3.15602790544871";"45.7314629309501";"45.8279090690499";"3.01761809455129";"2";"Clermont-Ferrand";"421";"3017382";"P";"406";"128.779235839844";"2984986";"3024634";"FR";"ARA";"11071625";"45.77969";"PPLA2";"EU";"63";"632";"84";"3.08682";"3024635";"Clermont-Ferrand";"138681";"";"Clermont-Ferrand";"Clermont-Ferrand";"Clermont-Ferrand";"af";"TRUE";"Puy-de-Dôme";"Clermont-Ferrand";"city, village,...";"France";"seat of a second-order administrative division";"Auvergne-Rhône-Alpes";"63";NA;"6440000";"63113";NA;NA;NA;NA;NA
"Cluj-Napoca";"2";"Europe/Bucharest";"3";"23.7066105776743";"46.6937404636432";"46.8395929363568";"23.4933894223257";"2";"Cluj-Napoca";"362";"798549";"P";"352";"255.700393676758";"8334955";NA;"RO";"CJ";"681291";"46.76667";"PPLA";"EU";"54975";NA;"13";"23.6";"681290";"Cluj-Napoca";"316748";"";"";"";"كلوج نابوكا";"ar";"TRUE";"Municipiul Cluj-Napoca";"Cluj-Napoca";"city, village,...";"Romania";"seat of a first-order administrative division";"Cluj";NA;NA;NA;NA;NA;"TRUE";NA;NA;NA
"Coimbra";"0";"Europe/Lisbon";"1";"-8.36428265021306";"40.163458048158";"40.247825951842";"-8.47481934978694";"2";"Coimbra";"107";"2264397";"P";"98";"287.682434082031";"8010483";"8011806";"PT";"06";"2740636";"40.20564";"PPLA";"EU";"0603";"060325";"07";"-8.41955";"2740637";"Coimbra";"106582";"";"";"Coimbra (Sé Nova)";"Coïmbra";"ca";NA;"Coimbra Municipality";"Coimbra";"city, village,...";"Portugal";"seat of a first-order administrative division";"Coimbra";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Constanta";"2";"Europe/Bucharest";"3";"28.7339811079586";"44.109345126074";"44.252114873926";"28.5346588920414";"2";"Constanta";"54";"798549";"P";"40";"200.197769165039";"8334667";NA;"RO";"CT";"680962";"44.18073";"PPLA";"EU";"60419";NA;"14";"28.63432";"680963";"Constanţa";"303399";"";"";"";"Constancia";"an";"TRUE";"Municipiul Constanţa";"Constanța";"city, village,...";"Romania";"seat of a first-order administrative division";"Constanța";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Copenhagen";"1";"Europe/Copenhagen";"2";"12.65206052848";"55.6128431053601";"55.7327115283887";"12.4530456465023";"10";"Copenhagen";"20";"2623032";"P";"14";"248.156326293945";"2618424";NA;"DK";"84";"6418538";"55.67594";"PPLC";"EU";"101";NA;"17";"12.56553";"2618425";"Copenhagen";"1153615";"";"";"";"Kopenhagen";"af";"TRUE";"Copenhagen";"Copenhagen";"city, village,...";"Denmark";"capital of a political entity";"Capital Region";NA;NA;NA;NA;NA;"TRUE";NA;NA;NA
"Covilha";"0";"Europe/Lisbon";"1";"-7.48297923016728";"40.2642344238576";"40.2978855761424";"-7.52710076983272";"2";"Covilha";"701";"2264397";"P";"-32768";"90.0347137451172";"8010474";"8011663";"PT";"05";"2269513";"40.28106";"PPL";"EU";"0503";"050307";"06";"-7.50504";"2740313";"Covilhã";"17610";"";"";"Covilhã (Conceição)";"Covilhã";"cpp";"TRUE";"Covilhã Municipality";"Covilha";"city, village,...";"Portugal";"populated place";"Castelo Branco";NA;"205";NA;NA;"TRUE";NA;NA;NA;NA
"Creil";"1";"Europe/Paris";"2";"2.51991896935336";"49.2337926047582";"49.2796513952418";"2.44962303064664";"2";"Creil";"69";"3017382";"P";"73";"107.253768920898";"2989663";"2975086";"FR";"HDF";"11071624";"49.25672";"PPL";"EU";"60";"604";"32";"2.48477";"3022610";"Creil";"31863";"";"Creil";"Senlis";"Creil";"de";"TRUE";"Oise";"Creil";"city, village,...";"France";"populated place";"Hauts-de-France";"60";NA;"6438650";"60175";NA;NA;NA;NA;NA
"Créteil";"1";"Europe/Paris";"2";"2.52284668207821";"48.755037867985";"48.830284132015";"2.40854131792179";"2";"Creteil";"47";"3017382";"P";"-32768";"115.251029968262";"2971090";"6457373";"FR";"IDF";"3012874";"48.79266";"PPLA2";"EU";"94";"941";"11";"2.46569";"3022530";"Créteil";"84833";"";"Créteil";"Créteil";"كريتاي";"ar";"TRUE";"Val-de-Marne";"Créteil";"city, village,...";"France";"seat of a second-order administrative division";"Île-de-France";NA;NA;"6452018";"94028";NA;NA;NA;NA;NA
"Crotone";"1";"Europe/Rome";"2";"17.1606617310806";"39.0366050482547";"39.1281429432759";"17.0724869415104";"10";"Crotone";"12";"3175395";"P";"12";"67.7430191040039";"6458615";"6541463";"IT";"78";"2525468";"39.08077";"PPLA2";"EU";"KR";"101010";"03";"17.12764";"2524881";"Crotone";"48704";"";"";"Crotone";"كروتوني";"ar";NA;"Provincia di Crotone";"Crotone";"city, village,...";"Italy";"seat of a second-order administrative division";"Calabria";"KR";"8";NA;NA;NA;NA;NA;NA;NA
"Czestochowa";"1";"Europe/Warsaw";"2";"19.2263395416839";"50.7319134283582";"50.8609965716418";"19.0218364583161";"2";"Czestochowa";"244";"798544";"P";"253";"135.442657470703";"7530964";"7532537";"PL";"24";"3337497";"50.79646";"PPLA3";"EU";"2464";"246401";"83";"19.12409";"3100946";"Częstochowa";"248125";"";"";"Częstochowa";"تشيستوخوفا";"ar";"TRUE";"Częstochowa";"Częstochowa";"city, village,...";"Poland";"seat of a third-order administrative division";"Silesia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dabrowa Gornicza";"1";"Europe/Warsaw";"2";"19.2780765417819";"50.2872046302513";"50.3806693697487";"19.1315074582181";"2";"Dabrowa Gornicza";"264";"798544";"P";"-32768";"148.350158691406";"7530746";"7532331";"PL";"24";"3337497";"50.33394";"PPL";"EU";"2465";"246501";"83";"19.20479";"3100796";"Dąbrowa Górnicza";"130601";"";"";"Dąbrowa Górnicza";"Домброва Гурнича";"bg";NA;"Dąbrowa Górnicza";"Dąbrowa Górnicza";"city, village,...";"Poland";"populated place";"Silesia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Daugavpils";"2";"Europe/Riga";"3";"26.6103192226084";"55.8402009758083";"55.9264650241917";"26.4563467773916";"2";"Daugavpils";"87";"458258";"P";"103";"354.287689208984";NA;NA;"LV";"025";"460410";"55.88333";"PPLA";"EU";NA;NA;"07";"26.53333";"460413";"Daugavpils";"111564";"";"";"";"داوغافبيلس";"ar";"TRUE";"";"Daugavpils";"city, village,...";"Latvia";"seat of a first-order administrative division";"Daugavpils municipality";NA;NA;NA;NA;NA;NA;NA;NA;NA
