Programme;Acronym;Project Partner;Lead Partner;Street;Postal code;Town;Country;Website;Department;Legal Status;Country code;NUTS1 (or equivalent);NUTS2 (or equivalent);NUTS3 (or equivalent)
2014 - 2020 INTERREG VB Danube;DTP1-114-2.2, CultPlatForm_21;Danube Competence Center;No;Cika Ljubina 8/I;11000;Belgrade;Serbia;http://www.interreg-danube.eu;;private;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-114-2.2, CultPlatForm_21;Ministry of Science, Research and the Arts Baden-Württemberg;No;Königstraße 46;70173;Stuttgart;Germany;http://www.interreg-danube.eu;;public;DE Germany / DEUTSCHLAND;DE1  / BADEN-WÜRTTEMBERG;DE11  / Stuttgart;DE111  / Stuttgart, Stadtkreis
2014 - 2020 INTERREG VB Danube;DTP1-114-2.2, CultPlatForm_21;Zsolnay Heritage Management Non-Profit Ltd.;No;Zsolnay Vilmos u. 37;7630;Pécs;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU2  / DUNÁNTÚL;HU23  / Dél-Dunántúl;HU231  / Baranya
2014 - 2020 INTERREG VB Danube;DTP1-114-2.2, CultPlatForm_21;Ministry of Culture and National Identity (MCIN);No;Unirii Blvd. 22;30833;Bucharest;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO32  / Bucureşti - Ilfov;RO322  / Ilfov
2014 - 2020 INTERREG VB Danube;DTP1-114-2.2, CultPlatForm_21;City of Regensburg;No;Altes Rathaus, Rathausplatz 1;93047;Regensburg;Germany;http://www.interreg-danube.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
2014 - 2020 INTERREG VB Danube;DTP1-088-3.1 Danube STREAM;River Administration of the Lower Danube - Galati;No;Portului Street 32;800025;Galati;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO2  / MACROREGIUNEA DOI;RO22  / Sud-Est;RO224  / Galaţi
2014 - 2020 INTERREG VB Danube;DTP1-088-3.1 Danube STREAM;Ministry of Construction, Transport and Infrastructure – Directorate for Inland Waterways;No;Francuska 9;11000;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-088-3.1 Danube STREAM;Administration of Navigable Canals SH;No;Ecluzei 1;907015;Agigea;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO2  / MACROREGIUNEA DOI;RO22  / Sud-Est;RO223  / Constanţa
2014 - 2020 INTERREG VB Danube;DTP1-088-3.1 Danube STREAM;Executive agency for exploration and maintenance of the Danube River;No;Slavyanska 6;7000;Ruse;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG3  / СЕВЕРНА И ЮГОИЗТОЧНА БЪЛГАРИЯ (SEVERNA I YUGOIZTOCHNA BULGARIA);BG32  / Северен централен (Severen tsentralen);BG323  / Русе (Ruse)
2014 - 2020 INTERREG VB Danube;DTP1-088-3.1 Danube STREAM;SLOVAK WATER MANAGEMENT ENTERPRISE, state enterprise;No;Radničné námestie 8;969 55;Banská Štiavnica;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK03  / Stredné Slovensko;SK032  / Banskobystrický kraj
2014 - 2020 INTERREG VB Danube;DTP1-088-3.1 Danube STREAM;General Directorate of Water Management;No;Márvány utca 1./d;1012;Budapest;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-088-3.1 Danube STREAM;National Association of Radio Distress-signalling and Infocommunications;No;Elnök utca 1;1089;Budapest;Hungary;http://www.interreg-danube.eu;;private;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-088-3.1 Danube STREAM;Ministry of the Sea, Transport and Infrastructure;No;Prisavlje 14;10000;Zagreb;Croatia;http://www.interreg-danube.eu;Inland Navigation Directorate;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR041  / Grad Zagreb
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";West University of Timisoara;No;B-dul Vasile Parvan 4;300223;Timisoara;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO4  / MACROREGIUNEA PATRU;RO42  / Vest;RO424  / Timiş
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";Regional economic development agency for Sumadija and Pomoravlje Ltd.;No;Kralja Petra I;34000;Kragujevac;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";RISC Software GmbH;No;Softwarepark 35;4232;Hagenberg;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT3  / WESTÖSTERREICH;AT31  / Oberösterreich;AT313  / Mühlviertel
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";Executive Agency for Higher Education, Research, Development and Innovation Funding;No;Mendeleev St., 21-25;10362;Bucharest, Sector 1;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO32  / Bucureşti - Ilfov;RO322  / Ilfov
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";University of Rijeka, Center for Advanced Computing and Modelling;No;Radmile Matejčić 2;51000;Rijeka;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR03  / Jadranska Hrvatska;HR031  / Primorsko-goranska županija
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";Technical University of Kosice;No;Letná 9;042 00;Kosice;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK04  / Východné Slovensko;SK042  / Košický kraj
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";Chamber of Commerce and Industry of Slovenia – Electronic and electrical engineering association;No;Dimičeva 13;1504;Ljubljana;Slovenia;http://www.interreg-danube.eu;;private;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI04  / Zahodna Slovenija;SI041  / Osrednjeslovenska
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";University of Novi Sad, Faculty of Sciences;No;Trg Dositeja Obradovica 3;21000;Novi Sad;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";Budapest Chamber of Commerce and Industry;No;Krisztina körút 99;1016;Budapest;Hungary;http://www.interreg-danube.eu;;private;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";University of Ljubljana;No;Kongresni trg 12;1000;Ljubljana;Slovenia;http://www.interreg-danube.eu;;public;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI04  / Zahodna Slovenija;SI041  / Osrednjeslovenska
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";Research Centre Regional and Global Development;No;20th April St. 19;1606;Sofia;Bulgaria;http://www.interreg-danube.eu;;private;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";Regional Development Agency for Bjelasica, Komovi and Prokletije;No;IV Crnogorske 30, 84300 Berane, 30;84300;Berane;Montenegro;http://www.interreg-danube.eu;;private;ME Montenegro / CRNA GORA;ME0  / CRNA GORA;ME00  / Crna Gora;ME000  / Crna Gora
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";Sarajevo Economic Region Development Agency;No;Kolodvorska 6;71000;Sarajevo;Bosnia and Herzegovina;http://www.interreg-danube.eu;;public;BA  / Bosnia and Herzegovina;;;
2014 - 2020 INTERREG VB Danube;"DTP1-260-1.1; InnoHPC";IT4Innovations National Supercomputing Center, VSB-Technical University of Ostrava;No;17.listopadu 15/2172;708 33;Ostrava-Poruba;Czech Republic;http://www.interreg-danube.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ08  / Moravskoslezsko;CZ080  / Moravskoslezský kraj
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Institute for Economic Research;No;Kardeljeva ploščad 17;1109;Ljubljana;Slovenia;http://www.interreg-danube.eu;;public;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI04  / Zahodna Slovenija;SI041  / Osrednjeslovenska
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Romanian Institute for Research on National Minorities;No;ISPMN, str. Gavril Muzicescu 5;400697;Cluj-Napoca;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO1  / MACROREGIUNEA UNU;RO11  / Nord-Vest;RO113  / Cluj
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Institute for East and Southeast European Studies;No;Landshuter Str. 4;93047;Regensburg;Germany;http://www.interreg-danube.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;National Statistical Institute of the Republic of Bulgaria;No;P.Volov Street 2;1038;Sofia;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Statistical Office of the Republic of Serbia;No;Milana Rakića 5;11000;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;City of Graz;No;Kaiserfeldgasse 171/I;8011;Graz;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT2  / SÜDÖSTERREICH;AT22  / Steiermark;AT221  / Graz
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Municipality of Kanjiza;No;Glavni trg 1;24420;Kanjiza;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Institute of Social Sciences;No;Kraljice Natalije 45;11000;Beograd;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Municipality of the City district of Bratislava- Rača;No;Alstrova 249;83106;Bratislava;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Municipality of Sfantu Gheorghe;No;str. 1 decembrie 1918 2;520008;Sfantu Gheorghe;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO1  / MACROREGIUNEA UNU;RO12  / Centru;RO123  / Covasna
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;University of Vienna;No;Universitaetsring 1;1010;Vienna;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Burgas Municipality;No;Alexandrovska Str 26;8000;Burgas;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG3  / СЕВЕРНА И ЮГОИЗТОЧНА БЪЛГАРИЯ (SEVERNA I YUGOIZTOCHNA BULGARIA);BG34  / Югоизточен (Yugoiztochen);BG341  / Бургас (Burgas)
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Municipality of Szeged;No;Széchenyi tér 10-11;6720;Szeged;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU3  / ALFÖLD ÉS ÉSZAK;HU33  / Dél-Alföld;HU333  / Csongrád
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;Maribor Development Agency;No;Pobreška cesta 20;2000;Maribor;Slovenia;http://www.interreg-danube.eu;;public;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI03  / Vzhodna Slovenija;SI032  / Podravska
2014 - 2020 INTERREG VB Danube;DTP1-161-4.1 YOUMIG;INFOSTAT - Institute of Informatics and Statistics;No;Leškova 16;817 95;Bratislava;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Public Ports, jsc;No;Prístavná 10;821 09;Bratislava;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Public Institution Port Authority Vukovar;No;Parobrodarska 5;32000;Vukovar;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR04C  / Vukovarsko-srijemska županija
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;National Company Maritime Ports Administration SA Constanta;No;Incinta Port, Gara Maritima;900900;Constanta,;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO2  / MACROREGIUNEA DOI;RO22  / Sud-Est;RO223  / Constanţa
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;RGO Communications Ltd.;No;Kuzminečka 53;10000;Zagreb;Croatia;http://www.interreg-danube.eu;;private;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR041  / Grad Zagreb
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Hungarian Federation of Danube Ports;No;Ruhagyári 5;2400;Dunaújváros;Hungary;http://www.interreg-danube.eu;;private;HU Hungary / MAGYARORSZÁG;HU2  / DUNÁNTÚL;HU21  / Közép-Dunántúl;HU211  / Fejér
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Port Governance Agency;No;Nemanjina 4;11000;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;ILR Logistica Romania SRL;No;Garii Street, 1st floor, room no. 2 30;;Giurgiu;Romania;http://www.interreg-danube.eu;;private;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO31  / Sud - Muntenia;RO314  / Giurgiu
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Ovidius University of Constanta;No;Mamaia 124;;Constanta;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO2  / MACROREGIUNEA DOI;RO22  / Sud-Est;RO223  / Constanţa
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;iC consulenten ZT GesmbH;No;Schönbrunner 297;1120;Vienna;Austria;http://www.interreg-danube.eu;;private;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Bulgarian Ports Infrastructure Company;No;Shipchenski prohod 69, fl.4;1574;Sofia;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Ministry of Transport of Romania;No;Dinicu Golescu Blvd. 38;10873;Bucharest;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO32  / Bucureşti - Ilfov;RO322  / Ilfov
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;National Company The Maritime Danube Ports Administration SA Galati;No;Portului 34;800025;Galati;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO2  / MACROREGIUNEA DOI;RO22  / Sud-Est;RO224  / Galaţi
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Pro Danube Romania;No;Portului 54;800025;Galati;Romania;http://www.interreg-danube.eu;;private;RO Romania / ROMÂNIA;RO2  / MACROREGIUNEA DOI;RO22  / Sud-Est;RO224  / Galaţi
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;University of Applied Sciences Upper Austria;No;Franz-Fritsch 11/3,;A-4600;Wels;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT3  / WESTÖSTERREICH;AT31  / Oberösterreich;AT312  / Linz-Wels
2014 - 2020 INTERREG VB Danube;DTP1-196-3.1 DAPhNE;Ennshafen Port;No;Donaustraße 3;4470;Enns;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT3  / WESTÖSTERREICH;AT31  / Oberösterreich;AT312  / Linz-Wels
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;National Institute of Meteorology and Hydrology – Bulgarian Academy of Sciences;No;Tsarigradsko Shose blvd 66.;1784;Sofia;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;Water Research Institute;No;Nábr. arm. gen. Svobodu 5;812 49;Bratislava;Slovakia;http://www.interreg-danube.eu;;public;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;Institute for Water of the Republic of Slovenia;No;Dunajska cesta 156;1000;Ljubljana;Slovenia;http://www.interreg-danube.eu;;public;SI Slovenia / SLOVENIJA;SI0  / SLOVENIJA;SI04  / Zahodna Slovenija;SI041  / Osrednjeslovenska
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;National Institute of Hydrology and Water Management;No;Ploiesti street, district 1. 97.;13686;Bucharest;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO32  / Bucureşti - Ilfov;RO322  / Ilfov
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;Bavarian Environment Agency;No;Bürgermeister-Ulrich-Straße 160;86179;Augsburg;Germany;http://www.interreg-danube.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE27  / Schwaben;DE271  / Augsburg, Kreisfreie Stadt
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;Croatian Waters - Legal entity for water management;No;Ulica grada Vukovara 220;10000;Zagreb;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR041  / Grad Zagreb
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;Jaroslav Černi Institute for the Development of Water Resources;No;Jaroslava Černog 80;11226;Belgrade;Serbia;http://www.interreg-danube.eu;;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;University of Natural Resources and Life Sciences, Vienna;No;Gregor-Mendel-Straße 33.;1180;Wien;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;"National Administration ""Romanian Waters""";No;Edgar Quinet 6.;10018;Bucharest;Romania;http://www.interreg-danube.eu;;public;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO32  / Bucureşti - Ilfov;RO322  / Ilfov
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;Executive Agency “Exploration and Maintenance of the Danube River”;No;Slavyanska str. 6.;7000;Ruse;Bulgaria;http://www.interreg-danube.eu;;public;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG3  / СЕВЕРНА И ЮГОИЗТОЧНА БЪЛГАРИЯ (SEVERNA I YUGOIZTOCHNA BULGARIA);BG32  / Северен централен (Severen tsentralen);BG323  / Русе (Ruse)
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;General Directorate of Water Management;No;Márvány utca 1/D;1012;Budapest;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;Technical University of Munich, Chair of Hydraulic Research and Water Resources Management;No;Arcisstrasse 21;80333;Munich;Germany;http://www.interreg-danube.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE21  / Oberbayern;DE212  / München, Kreisfreie Stadt
2014 - 2020 INTERREG VB Danube;DTP1-195-2.1 - DanubeSediment;Ministry of Construction, Transport and Infrastructure;No;Francuska 9;11000;Belgrade;Serbia;http://www.interreg-danube.eu;Directorate for Inland Waterways;public;RS  / Serbia;;;
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;Technology Center Sofia Ltd.;No;Magnaurskashkola 11, 3/312;1784;Sofia,;Bulgaria;http://www.interreg-danube.eu;;private;BG Bulgaria / БЪЛГАРИЯ (BULGARIA);BG4  / ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ (YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA);BG41  / Югозападен (Yugozapaden);BG411  / София (столица), (Sofia (stolitsa),)
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;Bioenergy2020+ GmbH;No;Inffeldgasse 21b;8010;Graz;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT2  / SÜDÖSTERREICH;AT22  / Steiermark;AT221  / Graz
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;Romanian Association of Biomass and Biogas;No;Calea Victoriei 155, Building D1, Section 8, Mezzanine, Office 14;District 1;Bucuresti;Romania;http://www.interreg-danube.eu;;private;RO Romania / ROMÂNIA;RO3  / MACROREGIUNEA TREI;RO32  / Bucureşti - Ilfov;RO322  / Ilfov
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;SLOVAK SHIPPING AND PORTS JSC;No;Horárska 12;815 24;Bratislava;Slovakia;http://www.interreg-danube.eu;;private;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;BioCampus Straubing GmbH;No;Europaring 4;94315;Straubing;Germany;http://www.interreg-danube.eu;;private;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE22  / Niederbayern;DE22B  / Straubing-Bogen
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;Austrian Waterway Company;No;Donau-City-Strasse 1;1220;Vienna;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;National Agricultural Research and Innovation Center;No;Szent-Györgyi Albert u. 4;2100;Gödöllő;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;International Centre of Applied Research and Sustainable;No;Jamnickeho 19;84104;Bratislava;Slovakia;http://www.interreg-danube.eu;;private;SK Slovakia / SLOVENSKO;SK0  / SLOVENSKO;SK01  / Bratislavský kraj;SK010  / Bratislavský kraj
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;Port of Vienna;No;Seitenhafenstrasse 15;1023;Wien;Austria;http://www.interreg-danube.eu;;public;AT Austria / ÖSTERREICH;AT1  / OSTÖSTERREICH;AT13  / Wien;AT130  / Wien
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;Public Institution Port Authority Vukovar;No;Parobrodarska 5;32000;Vukovar;Croatia;http://www.interreg-danube.eu;;public;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR04C  / Vukovarsko-srijemska županija
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;MAHART-Freeport Co. Ltd;No;Weiss Manfréd út 5-7;1211;Budapest;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;Deggendorf Institute of Technology;No;Technische Hochschule Deggendorf - Technologie Campus Freyung, Grafenauerstr. 22;94469;Deggendorf;Germany;http://www.interreg-danube.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE22  / Niederbayern;DE224  / Deggendorf
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;International Centre for Sustainable Development of Energy, Water and Environment Systems;No;Ivana Lucica 5;10000;Zagreb;Croatia;http://www.interreg-danube.eu;;private;HR Croatia / HRVATSKA;HR0  / HRVATSKA;HR04  / Kontinentalna Hrvatska;HR041  / Grad Zagreb
2014 - 2020 INTERREG VB Danube;DTP1-175-3.2 ENERGY BARGE;Federation of owners of forests and grasslands in Romania;No;Calea lui Traian 819;;Călimăneşti;Romania;http://www.interreg-danube.eu;;private;RO Romania / ROMÂNIA;RO4  / MACROREGIUNEA PATRU;RO41  / Sud-Vest Oltenia;RO415  / Vâlcea
2014 - 2020 INTERREG VB Danube;DTP1-182-2.4 DriDanube;Szent Istvan University;No;Pater K. u. 1;2100;Gödöllő;Hungary;http://www.interreg-danube.eu;;public;HU Hungary / MAGYARORSZÁG;HU1  / KÖZÉP-MAGYARORSZÁG;HU10  / Közép-Magyarország;HU102  / Pest
